contig_id,index,pos,proteins,origin,order,family,genus,pos_cluster,pos_clusters,membership,pos_cluster_mbship,predicted_genus,predicted_family,predicted_order
Vibrio~phage~pYD38-B,2258,2258,57,RefSeq-85,Caudovirales,Siphoviridae,,221,,1.0,221.0,Non affiliated,Siphoviridae,Caudovirales
Vibrio~phage~phi~1,2259,2259,110,RefSeq-85,Caudovirales,Podoviridae,,105,,1.0,105.0,Non affiliated,Podoviridae,Caudovirales
Vibrio~phage~phi~3,2260,2260,156,RefSeq-85,Caudovirales,Siphoviridae,,300,,1.0,300.0,Non affiliated,Siphoviridae,Caudovirales
Vibrio~phage~phi-A318,2261,2261,46,RefSeq-85,Caudovirales,Podoviridae,,289,,1.0,289.0,Sp6virus,Podoviridae,Caudovirales
Vibrio~phage~phiVC8,2262,2262,48,RefSeq-85,Caudovirales,Podoviridae,Vp5virus,428,,1.0,428.0,Vp5virus,Podoviridae,Caudovirales
Vibrio~phage~qdvp001,2263,2263,227,,,,,188,,1.0,188.0,Non affiliated,Myoviridae,Caudovirales
Vibrio~phage~vB_VchM-138,2264,2264,67,RefSeq-85,Caudovirales,Myoviridae,,210,,1.0,210.0,Msw3virus,Myoviridae,Caudovirales
Vibrio~phage~vB_VpaM_MAR,2265,2265,62,RefSeq-85,Caudovirales,Myoviridae,Vhmlvirus,95,,1.0,95.0,Vhmlvirus,Myoviridae,Caudovirales
Vibrio~phage~vB_VpaS_MAR10,2266,2266,107,RefSeq-85,Caudovirales,Siphoviridae,Ssp2virus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Vibrio~virus~Vf33,2267,2267,7,RefSeq-85,,Inoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Vibrio~virus~fs1,2268,2268,15,RefSeq-85,,Inoviridae,Fibrovirus,509,,1.0,509.0,Fibrovirus,Inoviridae,Non affiliated
Vibriophage~VP4,2269,2269,31,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Weissella~phage~WCP30,2270,2270,35,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Weissella~phage~phiYS61,2271,2271,48,RefSeq-85,Caudovirales,Podoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Xanthomonas~citri~phage~CP2,2272,2272,40,RefSeq-85,Caudovirales,Podoviridae,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
Xanthomonas~phage~OP2,2273,2273,62,RefSeq-85,Caudovirales,Myoviridae,Bcep78virus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Xanthomonas~phage~Xp15,2274,2274,84,RefSeq-85,Caudovirales,,,583,,1.0,583.0,Non affiliated,Non affiliated,Caudovirales
Xanthomonas~phage~vB_XveM_DIBBI,2275,2275,81,RefSeq-85,Caudovirales,Myoviridae,,46,,1.0,46.0,Non affiliated,Myoviridae,Caudovirales
Xanthomonas~virus~CP1,2276,2276,47,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus,251,,1.0,251.0,Xp10virus,Siphoviridae,Caudovirales
Xanthomonas~virus~Cf1c,2277,2277,9,RefSeq-85,,Inoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Xanthomonas~virus~OP1,2278,2278,59,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus,251,,1.0,251.0,Xp10virus,Siphoviridae,Caudovirales
Xanthomonas~virus~Xop411,2279,2279,58,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus,251,,1.0,251.0,Xp10virus,Siphoviridae,Caudovirales
Xanthomonas~virus~Xp10,2280,2280,60,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus,251,,1.0,251.0,Xp10virus,Siphoviridae,Caudovirales
Xanthomonas~virus~phil7,2281,2281,58,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus,251,,1.0,251.0,Xp10virus,Siphoviridae,Caudovirales
Xylella~phage~Paz,2282,2282,51,RefSeq-85,Caudovirales,Podoviridae,,209,,1.0,209.0,Pradovirus,Podoviridae,Caudovirales
Xylella~phage~Prado,2283,2283,52,RefSeq-85,Caudovirales,Podoviridae,Pradovirus,209,,1.0,209.0,Pradovirus,Podoviridae,Caudovirales
Xylella~phage~Xfas53,2284,2284,45,RefSeq-85,Caudovirales,Podoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Yersinia~phage~Berlin,2285,2285,45,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Yersinia~phage~L-413C,2286,2286,40,RefSeq-85,Caudovirales,Myoviridae,P2virus,72,,1.0,72.0,P2virus,Myoviridae,Caudovirales
Yersinia~phage~PST,2287,2287,271,RefSeq-85,Caudovirales,Myoviridae,T4virus,7,,1.0,7.0,T4virus,Myoviridae,Caudovirales
Yersinia~phage~PY54,2288,2288,67,RefSeq-85,Caudovirales,Siphoviridae,,148,,1.0,148.0,Non affiliated,Siphoviridae,Caudovirales
Yersinia~phage~Yep-phi,2289,2289,45,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Yersinia~phage~Yepe2,2290,2290,46,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Yersinia~phage~phi80-18,2291,2291,55,RefSeq-85,Caudovirales,Podoviridae,,110,,1.0,110.0,Non affiliated,Podoviridae,Caudovirales
Yersinia~phage~phiA1122,2292,2292,50,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Yersinia~phage~phiD1,2293,2293,277,RefSeq-85,Caudovirales,Myoviridae,T4virus,7,,1.0,7.0,T4virus,Myoviridae,Caudovirales
Yersinia~phage~phiR1-37,2294,2294,367,RefSeq-85,Caudovirales,Myoviridae,,737,,1.0,737.0,Non affiliated,Myoviridae,Caudovirales
Yersinia~phage~phiR1-RT,2295,2295,262,RefSeq-85,Caudovirales,Myoviridae,Tg1virus,7,,1.0,7.0,T4virus,Myoviridae,Caudovirales
Yersinia~phage~phiR201,2296,2296,166,RefSeq-85,Caudovirales,Siphoviridae,,278,,1.0,278.0,T5virus,Siphoviridae,Caudovirales
Yersinia~phage~phiYeO3-12,2297,2297,59,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Yersinia~phage~vB_YenM_TG1,2298,2298,262,RefSeq-85,Caudovirales,Myoviridae,Tg1virus,7,,1.0,7.0,T4virus,Myoviridae,Caudovirales
Yersinia~phage~vB_YenP_AP10,2299,2299,47,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Yersinia~phage~vB_YenP_AP5,2300,2300,45,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Yersinia~phage~vB_YenP_ISAO8,2301,2301,46,RefSeq-85,Caudovirales,Podoviridae,,110,,1.0,110.0,Non affiliated,Podoviridae,Caudovirales
biochar_0,2302,2302,421,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1,2303,2303,382,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_10,2304,2304,151,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1000,2305,2305,63,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1001,2306,2306,64,,,,,685,,1.0,685.0,Non affiliated,Non affiliated,Non affiliated
biochar_1008,2307,2307,62,,,,,379,,1.0,379.0,Non affiliated,Non affiliated,Non affiliated
biochar_101,2308,2308,101,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1011,2309,2309,53,,,,,378,,1.0,378.0,Non affiliated,Non affiliated,Non affiliated
biochar_1012,2310,2310,44,,,,,352,,1.0,352.0,Non affiliated,Non affiliated,Non affiliated
biochar_1013,2311,2311,66,,,,,353,,1.0,353.0,Non affiliated,Non affiliated,Non affiliated
biochar_1014,2312,2312,61,,,,,127,,1.0,127.0,Non affiliated,Podoviridae,Caudovirales
biochar_1019,2313,2313,52,,,,,86,86;380,1.0,86.0,Non affiliated,Non affiliated,Non affiliated
biochar_102,2314,2314,92,,,,,177,,1.0,177.0,Non affiliated,Non affiliated,Non affiliated
biochar_1023,2315,2315,42,,,,,298,,1.0,298.0,Non affiliated,Non affiliated,Non affiliated
biochar_1024,2316,2316,54,,,,,484,,1.0,484.0,Non affiliated,Non affiliated,Non affiliated
biochar_1028,2317,2317,61,,,,,379,,1.0,379.0,Non affiliated,Non affiliated,Non affiliated
biochar_103,2318,2318,118,,,,,753,,1.0,753.0,Non affiliated,Non affiliated,Non affiliated
biochar_1032,2319,2319,56,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1034,2320,2320,69,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1035,2321,2321,52,,,,,283,,1.0,283.0,Non affiliated,Non affiliated,Non affiliated
biochar_1037,2322,2322,55,,,,,42,42;44,1.0,42.0,Non affiliated,Non affiliated,Non affiliated
biochar_1038,2323,2323,50,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_1039,2324,2324,54,,,,,686,,1.0,686.0,Non affiliated,Non affiliated,Non affiliated
biochar_104,2325,2325,83,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1041,2326,2326,57,,,,,382,,1.0,382.0,Non affiliated,Non affiliated,Non affiliated
biochar_1042,2327,2327,60,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1044,2328,2328,76,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1046,2329,2329,50,,,,,455,,1.0,455.0,Non affiliated,Non affiliated,Non affiliated
biochar_1048,2330,2330,59,,,,,84,84;268,1.0,84.0,Non affiliated,Non affiliated,Non affiliated
biochar_1049,2331,2331,59,,,,,248,,1.0,248.0,Non affiliated,Non affiliated,Non affiliated
biochar_105,2332,2332,102,,,,,284,,1.0,284.0,Non affiliated,Non affiliated,Non affiliated
biochar_1052,2333,2333,48,,,,,586,,1.0,586.0,Non affiliated,Non affiliated,Non affiliated
biochar_1054,2334,2334,54,,,,,543,,1.0,543.0,Non affiliated,Non affiliated,Non affiliated
biochar_106,2335,2335,96,,,,,687,,1.0,687.0,Non affiliated,Non affiliated,Non affiliated
biochar_1061,2336,2336,45,,,,,135,,1.0,135.0,Non affiliated,Non affiliated,Non affiliated
biochar_1062,2337,2337,50,,,,,238,,1.0,238.0,Non affiliated,Non affiliated,Non affiliated
biochar_1064,2338,2338,35,,,,,512,,1.0,512.0,Non affiliated,Non affiliated,Non affiliated
biochar_1065,2339,2339,53,,,,,754,,1.0,754.0,Non affiliated,Non affiliated,Non affiliated
biochar_107,2340,2340,97,,,,,755,,1.0,755.0,Non affiliated,Non affiliated,Non affiliated
biochar_1072,2341,2341,48,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1074,2342,2342,55,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1075,2343,2343,49,,,,,283,,1.0,283.0,Non affiliated,Non affiliated,Non affiliated
biochar_1076,2344,2344,50,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1079,2345,2345,63,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_108,2346,2346,94,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1080,2347,2347,49,,,,,513,,1.0,513.0,Non affiliated,Non affiliated,Non affiliated
biochar_1083,2348,2348,64,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1084,2349,2349,53,,,,,587,,1.0,587.0,Non affiliated,Non affiliated,Non affiliated
biochar_1086,2350,2350,62,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1087,2351,2351,53,,,,,632,,1.0,632.0,Non affiliated,Non affiliated,Non affiliated
biochar_1088,2352,2352,47,,,,,634,,1.0,634.0,Non affiliated,Non affiliated,Non affiliated
biochar_1089,2353,2353,48,,,,,456,,1.0,456.0,Non affiliated,Non affiliated,Non affiliated
biochar_109,2354,2354,93,,,,,239,,1.0,239.0,Non affiliated,Non affiliated,Non affiliated
biochar_1090,2355,2355,58,,,,,635,,1.0,635.0,Non affiliated,Non affiliated,Non affiliated
biochar_1091,2356,2356,44,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1093,2357,2357,57,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1094,2358,2358,65,,,,,330,,1.0,330.0,Non affiliated,Non affiliated,Non affiliated
biochar_1096,2359,2359,58,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1097,2360,2360,45,,,,,196,196;306,1.0,196.0,Non affiliated,Non affiliated,Non affiliated
biochar_1098,2361,2361,61,,,,,355,,1.0,355.0,Non affiliated,Non affiliated,Non affiliated
biochar_1101,2362,2362,52,,,,,371,,1.0,371.0,Non affiliated,Non affiliated,Non affiliated
biochar_1102,2363,2363,63,,,,,79,,1.0,79.0,Non affiliated,Podoviridae,Caudovirales
biochar_1106,2364,2364,58,,,,,504,,1.0,504.0,Non affiliated,Non affiliated,Non affiliated
biochar_1107,2365,2365,46,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1109,2366,2366,58,,,,,196,,1.0,196.0,Non affiliated,Non affiliated,Non affiliated
biochar_1110,2367,2367,52,,,,,283,,1.0,283.0,Non affiliated,Non affiliated,Non affiliated
biochar_1113,2368,2368,59,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1114,2369,2369,64,,,,,486,,1.0,486.0,Non affiliated,Non affiliated,Non affiliated
biochar_1115,2370,2370,52,,,,,204,,1.0,204.0,Non affiliated,Non affiliated,Non affiliated
biochar_1117,2371,2371,54,,,,,427,,1.0,427.0,Non affiliated,Non affiliated,Non affiliated
biochar_1119,2372,2372,30,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_112,2373,2373,90,,,,,337,,1.0,337.0,Non affiliated,Non affiliated,Non affiliated
biochar_1120,2374,2374,55,,,,,756,,1.0,756.0,Non affiliated,Non affiliated,Non affiliated
biochar_1121,2375,2375,47,,,,,342,,1.0,342.0,Non affiliated,Non affiliated,Non affiliated
biochar_1123,2376,2376,58,,,,,332,,1.0,332.0,Non affiliated,Non affiliated,Non affiliated
biochar_1125,2377,2377,66,,,,,195,,1.0,195.0,Non affiliated,Non affiliated,Non affiliated
biochar_1126,2378,2378,53,,,,,545,,1.0,545.0,Non affiliated,Non affiliated,Non affiliated
biochar_1127,2379,2379,53,,,,,238,,1.0,238.0,Non affiliated,Non affiliated,Non affiliated
biochar_1128,2380,2380,61,,,,,217,,1.0,217.0,Non affiliated,Non affiliated,Non affiliated
biochar_1129,2381,2381,54,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1131,2382,2382,51,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1132,2383,2383,64,,,,,127,,1.0,127.0,Non affiliated,Podoviridae,Caudovirales
biochar_1133,2384,2384,54,,,,,458,,1.0,458.0,Non affiliated,Non affiliated,Non affiliated
biochar_1134,2385,2385,23,,,,,689,,1.0,689.0,Non affiliated,Non affiliated,Non affiliated
biochar_1136,2386,2386,51,,,,,638,,1.0,638.0,Non affiliated,Non affiliated,Non affiliated
biochar_1138,2387,2387,45,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_1139,2388,2388,52,,,,,757,,1.0,757.0,Non affiliated,Non affiliated,Non affiliated
biochar_1140,2389,2389,46,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1143,2390,2390,37,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1144,2391,2391,45,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1145,2392,2392,53,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1146,2393,2393,54,,,,,127,,1.0,127.0,Non affiliated,Podoviridae,Caudovirales
biochar_1147,2394,2394,44,,,,,127,,1.0,127.0,Non affiliated,Podoviridae,Caudovirales
biochar_1148,2395,2395,50,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1151,2396,2396,38,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1152,2397,2397,50,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1153,2398,2398,52,,,,,165,,1.0,165.0,Non affiliated,Non affiliated,Non affiliated
biochar_1154,2399,2399,56,,,,,537,,1.0,537.0,Non affiliated,Siphoviridae,Caudovirales
biochar_1155,2400,2400,47,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1156,2401,2401,58,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1158,2402,2402,48,,,,,432,,1.0,432.0,Non affiliated,Non affiliated,Non affiliated
biochar_1160,2403,2403,60,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1161,2404,2404,56,,,,,672,,1.0,672.0,Non affiliated,Non affiliated,Non affiliated
biochar_1163,2405,2405,52,,,,,99,99;151,1.0,99.0,Non affiliated,Non affiliated,Non affiliated
biochar_1167,2406,2406,52,,,,,358,,1.0,358.0,Non affiliated,Non affiliated,Non affiliated
biochar_1168,2407,2407,37,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_1169,2408,2408,44,,,,,690,,1.0,690.0,Non affiliated,Non affiliated,Non affiliated
biochar_1171,2409,2409,53,,,,,283,,1.0,283.0,Non affiliated,Non affiliated,Non affiliated
biochar_1172,2410,2410,46,,,,,489,,1.0,489.0,Non affiliated,Non affiliated,Non affiliated
biochar_1173,2411,2411,43,,,,,44,,1.0,44.0,Non affiliated,Non affiliated,Non affiliated
biochar_1175,2412,2412,50,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1176,2413,2413,61,,,,,632,,1.0,632.0,Non affiliated,Non affiliated,Non affiliated
biochar_1177,2414,2414,55,,,,,590,,1.0,590.0,Non affiliated,Non affiliated,Non affiliated
biochar_1178,2415,2415,52,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_118,2416,2416,94,,,,,434,,1.0,434.0,Non affiliated,Non affiliated,Non affiliated
biochar_1181,2417,2417,43,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1182,2418,2418,62,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1184,2419,2419,40,,,,,271,271;801,1.0,271.0,Non affiliated,Non affiliated,Non affiliated
biochar_1185,2420,2420,53,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1188,2421,2421,40,,,,,10,,1.0,10.0,Non affiliated,Podoviridae,Caudovirales
biochar_119,2422,2422,98,,,,,490,,1.0,490.0,Non affiliated,Non affiliated,Non affiliated
biochar_1190,2423,2423,54,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1191,2424,2424,26,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1192,2425,2425,59,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1193,2426,2426,40,,,,,758,,1.0,758.0,Non affiliated,Non affiliated,Non affiliated
biochar_1194,2427,2427,39,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_1196,2428,2428,45,,,,,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
biochar_1198,2429,2429,41,,,,,434,,1.0,434.0,Non affiliated,Non affiliated,Non affiliated
biochar_1199,2430,2430,50,,,,,591,,1.0,591.0,Non affiliated,Non affiliated,Non affiliated
biochar_12,2431,2431,180,,,,,326,,1.0,326.0,Non affiliated,Non affiliated,Non affiliated
biochar_1200,2432,2432,43,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1201,2433,2433,44,,,,,691,,1.0,691.0,Non affiliated,Non affiliated,Non affiliated
biochar_1202,2434,2434,48,,,,,155,,1.0,155.0,Non affiliated,Non affiliated,Non affiliated
biochar_1203,2435,2435,56,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1205,2436,2436,53,,,,,672,,1.0,672.0,Non affiliated,Non affiliated,Non affiliated
biochar_1206,2437,2437,44,,,,,549,,1.0,549.0,Non affiliated,Non affiliated,Non affiliated
biochar_1207,2438,2438,83,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1209,2439,2439,52,,,,,354,,1.0,354.0,Non affiliated,Non affiliated,Non affiliated
biochar_1211,2440,2440,59,,,,,191,,1.0,191.0,Non affiliated,Non affiliated,Non affiliated
biochar_1212,2441,2441,49,,,,,285,,1.0,285.0,Non affiliated,Non affiliated,Non affiliated
biochar_1213,2442,2442,61,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1215,2443,2443,48,,,,,121,,1.0,121.0,Non affiliated,Non affiliated,Non affiliated
biochar_1216,2444,2444,38,,,,,418,,1.0,418.0,Non affiliated,Non affiliated,Non affiliated
biochar_1218,2445,2445,50,,,,,152,,1.0,152.0,Non affiliated,Non affiliated,Non affiliated
biochar_1219,2446,2446,55,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_122,2447,2447,76,,,,,166,,1.0,166.0,Non affiliated,Non affiliated,Non affiliated
biochar_1220,2448,2448,49,,,,,238,,1.0,238.0,Non affiliated,Non affiliated,Non affiliated
biochar_1222,2449,2449,47,,,,,184,,1.0,184.0,Non affiliated,Non affiliated,Non affiliated
biochar_1223,2450,2450,43,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1225,2451,2451,57,,,,,512,,1.0,512.0,Non affiliated,Non affiliated,Non affiliated
biochar_1227,2452,2452,52,,,,,44,,1.0,44.0,Non affiliated,Non affiliated,Non affiliated
biochar_1229,2453,2453,48,,,,,280,,1.0,280.0,Non affiliated,Non affiliated,Non affiliated
biochar_1231,2454,2454,53,,,,,640,,1.0,640.0,Non affiliated,Non affiliated,Non affiliated
biochar_1234,2455,2455,43,,,,,138,,1.0,138.0,Non affiliated,Non affiliated,Non affiliated
biochar_1235,2456,2456,60,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1237,2457,2457,42,,,,,84,84;233,1.0,84.0,Non affiliated,Non affiliated,Non affiliated
biochar_1238,2458,2458,49,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1239,2459,2459,47,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1240,2460,2460,67,,,,,519,,1.0,519.0,Non affiliated,Non affiliated,Non affiliated
biochar_1242,2461,2461,63,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1244,2462,2462,49,,,,,581,,1.0,581.0,Non affiliated,Non affiliated,Non affiliated
biochar_1245,2463,2463,34,,,,,759,,1.0,759.0,Non affiliated,Non affiliated,Non affiliated
biochar_1246,2464,2464,44,,,,,693,,1.0,693.0,Non affiliated,Non affiliated,Non affiliated
biochar_1247,2465,2465,52,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1248,2466,2466,53,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1250,2467,2467,61,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1252,2468,2468,57,,,,,361,,1.0,361.0,Non affiliated,Non affiliated,Non affiliated
biochar_1253,2469,2469,49,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1258,2470,2470,56,,,,,760,,1.0,760.0,Non affiliated,Non affiliated,Non affiliated
biochar_1260,2471,2471,40,,,,,145,145;555,1.0,145.0,Non affiliated,Non affiliated,Non affiliated
biochar_1261,2472,2472,41,,,,,91,,1.0,91.0,Non affiliated,Non affiliated,Non affiliated
biochar_1263,2473,2473,41,,,,,593,,1.0,593.0,Non affiliated,Non affiliated,Non affiliated
biochar_1266,2474,2474,49,,,,,694,,1.0,694.0,Non affiliated,Non affiliated,Non affiliated
biochar_1267,2475,2475,46,,,,,385,,1.0,385.0,Non affiliated,Non affiliated,Non affiliated
biochar_1268,2476,2476,47,,,,,641,,1.0,641.0,Non affiliated,Non affiliated,Non affiliated
biochar_1271,2477,2477,43,,,,,153,,1.0,153.0,Non affiliated,Non affiliated,Non affiliated
biochar_1273,2478,2478,40,,,,,235,,1.0,235.0,Non affiliated,Non affiliated,Non affiliated
biochar_1274,2479,2479,48,,,,,259,,1.0,259.0,Non affiliated,Non affiliated,Non affiliated
biochar_1276,2480,2480,37,,,,,553,,1.0,553.0,Non affiliated,Non affiliated,Non affiliated
biochar_1277,2481,2481,51,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1279,2482,2482,40,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1280,2483,2483,45,,,,,138,,1.0,138.0,Non affiliated,Non affiliated,Non affiliated
biochar_1281,2484,2484,45,,,,,238,,1.0,238.0,Non affiliated,Non affiliated,Non affiliated
biochar_1284,2485,2485,37,,,,,113,,1.0,113.0,Non affiliated,Non affiliated,Non affiliated
biochar_1287,2486,2486,38,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_129,2487,2487,116,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1290,2488,2488,46,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1291,2489,2489,53,,,,,305,305;554,1.0,305.0,Non affiliated,Non affiliated,Non affiliated
biochar_1292,2490,2490,45,,,,,361,,1.0,361.0,Non affiliated,Non affiliated,Non affiliated
biochar_1295,2491,2491,35,,,,,200,,1.0,200.0,Non affiliated,Non affiliated,Non affiliated
biochar_1296,2492,2492,67,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_13,2493,2493,131,,,,,479,,1.0,479.0,Non affiliated,Non affiliated,Non affiliated
biochar_130,2494,2494,111,,,,,635,,1.0,635.0,Non affiliated,Non affiliated,Non affiliated
biochar_1300,2495,2495,39,,,,,238,,1.0,238.0,Non affiliated,Non affiliated,Non affiliated
biochar_1301,2496,2496,33,,,,,184,,1.0,184.0,Non affiliated,Non affiliated,Non affiliated
biochar_1303,2497,2497,60,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1304,2498,2498,45,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1305,2499,2499,47,,,,,127,127;343,1.0,127.0,Non affiliated,Podoviridae,Caudovirales
biochar_1306,2500,2500,56,,,,,461,,1.0,461.0,Non affiliated,Non affiliated,Non affiliated
biochar_1308,2501,2501,55,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_131,2502,2502,96,,,,,174,,1.0,174.0,Non affiliated,Siphoviridae,Caudovirales
biochar_1314,2503,2503,48,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1317,2504,2504,36,,,,,153,,1.0,153.0,Non affiliated,Non affiliated,Non affiliated
biochar_1318,2505,2505,40,,,,,353,,1.0,353.0,Non affiliated,Non affiliated,Non affiliated
biochar_1319,2506,2506,42,,,,,97,,1.0,97.0,Non affiliated,Non affiliated,Non affiliated
biochar_132,2507,2507,108,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1320,2508,2508,47,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1322,2509,2509,57,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
biochar_1323,2510,2510,53,,,,,26,26;454,1.0,26.0,Non affiliated,Non affiliated,Non affiliated
